Organization Id,Organization Name,Short Name,Organization Description,Organization Summary,Organization Type,Status,Website Url,Facebook Url,Instagram Url,Twitter Url,YouTube Channel Url,Parent Organization Name
298618,Global Education Oregon (GEO) Study Abroad,GEO,"<p>At Global Education Oregon, we create pathways to international, experiential learning for students, faculty, and university partners. Founded on the belief that international engagement is integral to developing global citizens, we: Prepare students for a 21st century workforce, creating exceptional academic and professional development opportunities abroad; Connect faculty to cross-cultural perspectives that enhance their teaching and research; Provide institutional partners with a personalized, progressive approach to international programming and collaboration.</p>\r\n<p>Interested in joining our Study Abroad Club? Join the Study Abroad Club for professional development opportunities like study abroad ambassador programs on campus and leadership roles within the club.&nbsp;Open to GEO Alumni and students still considering or actively planning to go on a study abroad experience are all welcome to join the Club!&nbsp;</p>\r\n<p>Register here:&nbsp;https://app.smartsheet.com/b/form/e54e415910024b3589e91746aaa3c51c&nbsp;</p>","At Global Education Oregon, we create pathways to international, experiential learning for students, faculty, and university partners.  ",Department/Non-Student Org,Active,https://geo.uoregon.edu/,http://facebook.com/GEOAbroad,https://www.instagram.com/geoabroad/,http://twitter.com/GEOabroad,https://www.youtube.com/channel/UCy81IQekcaZVCSfdt5pCoSQ,Student Life
298620,Oregon Consulting Group,OCG,"The Oregon Consulting Group (OCG) is a professionally managed, student-run consulting organization housed in the Lundquist College of Business at the University of Oregon. OCG works with companies and nonprofit organizations to deliver excellent quality research, analysis, insights, strategies and business plans at a fraction of the cost of a traditional consultancy.\r\n\r\nFounded in 2014, its primary purpose is to provide student consultants an opportunity to gain mastery of their classroom studies through intensive experiential learning. OCG serves companies and nonprofits on a wide range of consulting projects, operating under the guidance of a professional director and drawing on the expertise of Lundquist College of Business faculty and research resources to provide clients with a professional deliverable from student consulting teams.\r\n\r\nEvery project is led by a dedicated project manager and a team of our well-trained student consultants. Each project is managed in a professional manner with a clear statement of work and weekly status update meetings. The OCG consulting service offerings for market analysis, financial analysis, and business strategy are often combined in our client projects.","The Oregon Consulting Group (OCG) is a professionally managed, student-run consulting organization housed in the Lundquist College of Business at the University of Oregon. OCG works with companies and nonprofit organizations to deliver excellent qualit...",Closed Branch Organizations,Inactive,,,,,,Student Life
298655,Society for International Security,SIS,,,Closed Branch Organizations,Active,,,,,,Student Life
298663,Hamilton West Hall,HWH,,,Closed Branch Organizations,Inactive,,,,,,Student Life
298682,Kalapuya Ilihi Hall,KIH,,,Closed Branch Organizations,Inactive,,http://facebook.com/UOKalapuyaIlihi/,,http://twitter.com/uohousing,,Student Life
298684,Multicultural Center (MCC),MCC,,,Department/Non-Student Org,Active,,,,,,Student Life
298691,EMU Outdoor Program,OP,"<p>The OP Cooperative was born in 1967 when a few UO students began posting notes to share rides and gear for outdoor adventures. Since then the OP has grown into a thriving program of trips, events, gear rentals, resources, as well as a bike events, loans, and self-service maintenance shop.</p>","The OP Cooperative was born in 1967 when a few UO students began posting notes to share rides and gear for outdoor adventures. Since then the OP has grown into a thriving program of trips, events, gear rentals, resources, as well as a bike events, loan...",Department/Non-Student Org,Active,,,,,,Student Life
298699,Riley Hall,RH,,,Closed Branch Organizations,Inactive,,,,,,Student Life
298700,Living-Learning Center,LLC,,,Closed Branch Organizations,Inactive,,,,,,Student Life
298704,Walton North Hall,WNH,,,Closed Branch Organizations,Inactive,,,,,,Student Life
298719,Walton South Hall,WSH,,,Closed Branch Organizations,Inactive,,,,,,Student Life
298734,Center for Sustainable Business Practices | MBA,CSBP MBA,,,Closed Branch Organizations,Inactive,,http://facebook.com/CSBP.UO,,http://twitter.com/oregongreenmba,,Student Life
298738,Office of Major Student Events,Major Student Events,"<p>We enrich the student experience by providing exceptional, inclusive, and iconic student-centered events and by creating opportunities for meaningful engagement, tradition building, and exploration of the university experience. We have a responsibility to be a catalyst for inspiring university pride and to excite our students to be active, involved and engaged members of the UO community.</p>","We enrich the student experience by providing exceptional, inclusive, and iconic student-centered events and by creating opportunities for meaningful engagement, tradition building, and exploration of the university experience. ",Hidden,Active,,,,,,Student Life
298740,Undergraduate Research Symposium,URS,"Participation in the Undergraduate Research Symposium enables undergraduates to share their ideas, discoveries, and artistic expression with campus and the local community. The symposium invites students to select their preferred style of presentation that best accommodates their projects. Held in the EMU in the style of an academic conference, the symposium includes poster sessions, oral presentations and exhibition space for performing and fine arts.\r\n\r\nFor general questions about the Undergraduate Research Symposium, information about tutorial support and preparatory workshops, please write to ugresearch@uoregon.edu. For information from peers about research and how to get involved, please write to ASURE at asure@uoregon.edu. ","Participation in the Undergraduate Research Symposium enables undergraduates to share their ideas, discoveries, and artistic expression with campus and the local community. The symposium invites students to select their preferred style of presentation ...",Closed Branch Organizations,Inactive,,,,,,Student Life
